,tweet,text_cleaned,text_normal,text_tokenize,text_stemming,text_filtering,polarity_score,polarity
61,Prabowo hadir seorang diri. Ia banyak tersenyum menyapa undangan yang telah hadir. Mending Prabowo https://t.co/7OepIpCyDc dekade08,prabowo hadir seorang diri ia banyak tersenyum menyapa undangan yang telah hadir lebih baik prabowo cowok oepipcydc dekade,prabowo hadir seorang diri ia banyak tersenyum menyapa undangan yang telah hadir lebih baik prabowo cowok oepipcydc dekade,"['prabowo', 'hadir', 'seorang', 'diri', 'ia', 'banyak', 'tersenyum', 'menyapa', 'undangan', 'yang', 'telah', 'hadir', 'lebih', 'baik', 'prabowo', 'cowok', 'oepipcydc', 'dekade']","['prabowo', 'hadir', 'orang', 'diri', 'ia', 'banyak', 'senyum', 'sapa', 'undang', 'yang', 'telah', 'hadir', 'lebih', 'baik', 'prabowo', 'cowok', 'oepipcydc', 'dekade']","['prabowo', 'hadir', 'orang', 'senyum', 'sapa', 'undang', 'hadir', 'prabowo', 'cowok', 'oepipcydc', 'dekade']",0,1
62,"RT @detikcom: Kaesang Pangarep dan Erina Sofia Gudono langsung menerima KTP usai prosesi akad nikah. Kepala Dinas Dukcapil Sleman, Susmiart…",rt detikcom kaesang pangarep dan erina sofia gudono langsung menerima ktp usai prosesi akad nikah kepala dinas dukcapil sleman susmiart,rt detikcom kaesang pangarep dan erina sofia gudono langsung menerima ktp usai prosesi akad nikah kepala dinas dukcapil sleman susmiart,"['rt', 'detikcom', 'kaesang', 'pangarep', 'dan', 'erina', 'sofia', 'gudono', 'langsung', 'menerima', 'ktp', 'usai', 'prosesi', 'akad', 'nikah', 'kepala', 'dinas', 'dukcapil', 'sleman', 'susmiart']","['rt', 'detikcom', 'kaesang', 'pangarep', 'dan', 'erina', 'sofia', 'gudono', 'langsung', 'terima', 'ktp', 'usai', 'prosesi', 'akad', 'nikah', 'kepala', 'dinas', 'dukcapil', 'sleman', 'susmiart']","['rt', 'detikcom', 'kaesang', 'pangarep', 'erina', 'sofia', 'gudono', 'langsung', 'terima', 'ktp', 'prosesi', 'akad', 'nikah', 'kepala', 'dinas', 'dukcapil', 'sleman', 'susmiart']",6,1
63,Momen Prabowo Salim dengan Megawati di Tasyakuran Kaesang. Mending Prabowo https://t.co/JhbUISecsK dekade08,momen prabowo salim dengan megawati di tasyakuran kaesang lebih baik prabowo cowok jhbuisecsk dekade,momen prabowo salim dengan megawati di tasyakuran kaesang lebih baik prabowo cowok jhbuisecsk dekade,"['momen', 'prabowo', 'salim', 'dengan', 'megawati', 'di', 'tasyakuran', 'kaesang', 'lebih', 'baik', 'prabowo', 'cowok', 'jhbuisecsk', 'dekade']","['momen', 'prabowo', 'salim', 'dengan', 'megawati', 'di', 'tasyakur', 'kaesang', 'lebih', 'baik', 'prabowo', 'cowok', 'jhbuisecsk', 'dekade']","['momen', 'prabowo', 'salim', 'megawati', 'tasyakur', 'kaesang', 'prabowo', 'cowok', 'jhbuisecsk', 'dekade']",7,1
64,Prabowo tampak sempat salim dengan Megawati. Mending Prabowo https://t.co/JhbUIRW3eC dekade08,prabowo tampak sempat salim dengan megawati lebih baik prabowo cowok jhbuirwec dekade,prabowo tampak sempat salim dengan megawati lebih baik prabowo cowok jhbuirwec dekade,"['prabowo', 'tampak', 'sempat', 'salim', 'dengan', 'megawati', 'lebih', 'baik', 'prabowo', 'cowok', 'jhbuirwec', 'dekade']","['prabowo', 'tampak', 'sempat', 'salim', 'dengan', 'megawati', 'lebih', 'baik', 'prabowo', 'cowok', 'jhbuirwec', 'dekade']","['prabowo', 'salim', 'megawati', 'prabowo', 'cowok', 'jhbuirwec', 'dekade']",5,1
65,@kaesangp Cape scroll tweetnya kaesang 😭😂,kaesangp capek scroll tweetnya kaesang,kaesangp capek scroll tweetnya kaesang,"['kaesangp', 'capek', 'scroll', 'tweetnya', 'kaesang']","['kaesangp', 'capek', 'scroll', 'tweetnya', 'kaesang']","['kaesangp', 'capek', 'scroll', 'tweetnya', 'kaesang']",0,1
66,@mudjib_trisatya Kembali kehidupan Kaesang pasti MONCER Kelas Pengusaha Muda 👍👍👍👍,mudjib_trisatya kembali kehidupan kaesang pasti moncer kelas pengusaha muda,mudjib_trisatya kembali kehidupan kaesang pasti moncer kelas pengusaha muda,"['mudjib_trisatya', 'kembali', 'kehidupan', 'kaesang', 'pasti', 'moncer', 'kelas', 'pengusaha', 'muda']","['mudjib trisatya', 'kembali', 'hidup', 'kaesang', 'pasti', 'moncer', 'kelas', 'usaha', 'muda']","['mudjib trisatya', 'hidup', 'kaesang', 'moncer', 'kelas', 'usaha', 'muda']",-2,0
67,Prabowo datang mengenakan beskap hitam. Ia juga mengenakan blangkon dan jarik cokelat. Mending Prabowo https://t.co/7OepIpCyDc dekade08,prabowo datang mengenakan beskap hitam ia juga mengenakan blangkon dan jarik cokelat lebih baik prabowo cowok oepipcydc dekade,prabowo datang mengenakan beskap hitam ia juga mengenakan blangkon dan jarik cokelat lebih baik prabowo cowok oepipcydc dekade,"['prabowo', 'datang', 'mengenakan', 'beskap', 'hitam', 'ia', 'juga', 'mengenakan', 'blangkon', 'dan', 'jarik', 'cokelat', 'lebih', 'baik', 'prabowo', 'cowok', 'oepipcydc', 'dekade']","['prabowo', 'datang', 'kena', 'beskap', 'hitam', 'ia', 'juga', 'kena', 'blangkon', 'dan', 'jarik', 'cokelat', 'lebih', 'baik', 'prabowo', 'cowok', 'oepipcydc', 'dekade']","['prabowo', 'kena', 'beskap', 'hitam', 'kena', 'blangkon', 'jarik', 'cokelat', 'prabowo', 'cowok', 'oepipcydc', 'dekade']",-5,0
68,@kaesangp MAS KAESANG SAYA BOLEH JOIN KE KELUARGA MBAH JOKOWI GAAA??,kaesangp mas kaesang saya boleh join ke keluarga mbah jokowi gaaa,kaesangp mas kaesang saya boleh join ke keluarga mbah jokowi gaaa,"['kaesangp', 'mas', 'kaesang', 'saya', 'boleh', 'join', 'ke', 'keluarga', 'mbah', 'jokowi', 'gaaa']","['kaesangp', 'mas', 'kaesang', 'saya', 'boleh', 'join', 'ke', 'keluarga', 'mbah', 'jokowi', 'gaaa']","['kaesangp', 'mas', 'kaesang', 'join', 'keluarga', 'mbah', 'jokowi', 'gaaa']",1,1
69,"RT @imazkyo: Salfok sama kaos yang di pake pengantin baru mas kaesang 

🔗 https://t.co/pn68qMmlGM
🔗 https://t.co/pn68qMmlGM https://t.co/3w…",rt imazkyo salah fokus sama kaos yang di pakai pengantin baru mas kaesang cowok pnqmmlgm cowok pnqmmlgm cowok,rt imazkyo salah fokus sama kaos yang di pakai pengantin baru mas kaesang cowok pnqmmlgm cowok pnqmmlgm cowok,"['rt', 'imazkyo', 'salah', 'fokus', 'sama', 'kaos', 'yang', 'di', 'pakai', 'pengantin', 'baru', 'mas', 'kaesang', 'cowok', 'pnqmmlgm', 'cowok', 'pnqmmlgm', 'cowok']","['rt', 'imazkyo', 'salah', 'fokus', 'sama', 'kaos', 'yang', 'di', 'pakai', 'pengantin', 'baru', 'mas', 'kaesang', 'cowok', 'pnqmmlgm', 'cowok', 'pnqmmlgm', 'cowok']","['rt', 'imazkyo', 'salah', 'fokus', 'kaos', 'pakai', 'pengantin', 'mas', 'kaesang', 'cowok', 'pnqmmlgm', 'cowok', 'pnqmmlgm', 'cowok']",-9,0
70,@kaesangp Beberapa hari kedepan mas kaesang kalo di rumah pake sarung terus,kaesangp beberapa hari kedepan mas kaesang kalau di rumah pakai sarung terus,kaesangp beberapa hari kedepan mas kaesang kalau di rumah pakai sarung terus,"['kaesangp', 'beberapa', 'hari', 'kedepan', 'mas', 'kaesang', 'kalau', 'di', 'rumah', 'pakai', 'sarung', 'terus']","['kaesangp', 'beberapa', 'hari', 'depan', 'mas', 'kaesang', 'kalau', 'di', 'rumah', 'pakai', 'sarung', 'terus']","['kaesangp', 'mas', 'kaesang', 'rumah', 'pakai', 'sarung']",-1,0
71,"RT @OposisiCerdas: Persona Sederhana Jokowi Dinilai Hanya Gimmick, Terbongkar di Pernikahan Kaesang
https://t.co/uto4eotKE6",rt oposisicerdas persona sederhana jokowi dinilai hanya gimmick terbongkar di pernikahan kaesang cowok utoeotke,rt oposisicerdas persona sederhana jokowi dinilai hanya gimmick terbongkar di pernikahan kaesang cowok utoeotke,"['rt', 'oposisicerdas', 'persona', 'sederhana', 'jokowi', 'dinilai', 'hanya', 'gimmick', 'terbongkar', 'di', 'pernikahan', 'kaesang', 'cowok', 'utoeotke']","['rt', 'oposisicerdas', 'persona', 'sederhana', 'jokowi', 'nilai', 'hanya', 'gimmick', 'bongkar', 'di', 'nikah', 'kaesang', 'cowok', 'utoeotke']","['rt', 'oposisicerdas', 'persona', 'sederhana', 'jokowi', 'nilai', 'gimmick', 'bongkar', 'nikah', 'kaesang', 'cowok', 'utoeotke']",-8,0
72,"Apa rasanya digendong seorang Presiden? Tanya mas @kaesangp 
#jokowi #kaesang https://t.co/JrGb1AxWOw",apa rasanya digendong seorang presiden tanya mas kaesangp jokowi kaesang cowok jrgbaxwow,apa rasanya digendong seorang presiden tanya mas kaesangp jokowi kaesang cowok jrgbaxwow,"['apa', 'rasanya', 'digendong', 'seorang', 'presiden', 'tanya', 'mas', 'kaesangp', 'jokowi', 'kaesang', 'cowok', 'jrgbaxwow']","['apa', 'rasa', 'gendong', 'orang', 'presiden', 'tanya', 'mas', 'kaesangp', 'jokowi', 'kaesang', 'cowok', 'jrgbaxwow']","['gendong', 'orang', 'presiden', 'mas', 'kaesangp', 'jokowi', 'kaesang', 'cowok', 'jrgbaxwow']",0,1
73,@AndiSinulingga Wajah kaesang gelisah ga keenakan tuh..,andisinulingga wajah kaesang gelisah enggak keenakan itu,andisinulingga wajah kaesang gelisah enggak keenakan itu,"['andisinulingga', 'wajah', 'kaesang', 'gelisah', 'enggak', 'keenakan', 'itu']","['andisinulingga', 'wajah', 'kaesang', 'gelisah', 'enggak', 'enak', 'itu']","['andisinulingga', 'wajah', 'kaesang', 'gelisah', 'enak']",-3,0
74,Menteri Pertahanan Prabowo Subianto dan Presiden ke-5 Megawati Soekarnoputri bertemu di acara tasyakuran pernikahan… https://t.co/bkyq3cQCnZ,menteri pertahanan prabowo subianto dan presiden ke megawati soekarnoputri bertemu di acara tasyakuran pernikahan cowok bkyqcqcnz,menteri pertahanan prabowo subianto dan presiden ke megawati soekarnoputri bertemu di acara tasyakuran pernikahan cowok bkyqcqcnz,"['menteri', 'pertahanan', 'prabowo', 'subianto', 'dan', 'presiden', 'ke', 'megawati', 'soekarnoputri', 'bertemu', 'di', 'acara', 'tasyakuran', 'pernikahan', 'cowok', 'bkyqcqcnz']","['menteri', 'tahan', 'prabowo', 'subianto', 'dan', 'presiden', 'ke', 'megawati', 'soekarnoputri', 'temu', 'di', 'acara', 'tasyakur', 'nikah', 'cowok', 'bkyqcqcnz']","['menteri', 'tahan', 'prabowo', 'subianto', 'presiden', 'megawati', 'soekarnoputri', 'temu', 'acara', 'tasyakur', 'nikah', 'cowok', 'bkyqcqcnz']",5,1
75,@kaesangp TUMBEN BLM UPDATE SAMA SEKALI? LAGI SIBUK YA MAS KAESANG???,kaesangp tumben belum update sama sekali lagi sibuk iya mas kaesang,kaesangp tumben belum update sama sekali lagi sibuk iya mas kaesang,"['kaesangp', 'tumben', 'belum', 'update', 'sama', 'sekali', 'lagi', 'sibuk', 'iya', 'mas', 'kaesang']","['kaesangp', 'tumben', 'belum', 'update', 'sama', 'sekali', 'lagi', 'sibuk', 'iya', 'mas', 'kaesang']","['kaesangp', 'tumben', 'update', 'sibuk', 'iya', 'mas', 'kaesang']",-2,0
76,"RT @alisyarief: Pengamanan Solo Diperketat Jelang “Ngunduh Mantu” Kaesang-Erina, Segawat Apa? https://t.co/zSfQiarHv1",rt alisyarief pengamanan solo diperketat jelang ngunduh mantu kaesang erina segawat apa cowok zsfqiarhv,rt alisyarief pengamanan solo diperketat jelang ngunduh mantu kaesang erina segawat apa cowok zsfqiarhv,"['rt', 'alisyarief', 'pengamanan', 'solo', 'diperketat', 'jelang', 'ngunduh', 'mantu', 'kaesang', 'erina', 'segawat', 'apa', 'cowok', 'zsfqiarhv']","['rt', 'alisyarief', 'aman', 'solo', 'ketat', 'jelang', 'ngunduh', 'mantu', 'kaesang', 'erina', 'gawat', 'apa', 'cowok', 'zsfqiarhv']","['rt', 'alisyarief', 'aman', 'solo', 'ketat', 'jelang', 'ngunduh', 'mantu', 'kaesang', 'erina', 'gawat', 'cowok', 'zsfqiarhv']",2,1
77,"@gibran_tweet Rizal Ramli mungking cemburu, melihat mas kaesang menikah dgn wanita cantik.",gibran_tweet rizal ramli mungking cemburu melihat mas kaesang menikah dengan wanita cantik,gibran_tweet rizal ramli mungking cemburu melihat mas kaesang menikah dengan wanita cantik,"['gibran_tweet', 'rizal', 'ramli', 'mungking', 'cemburu', 'melihat', 'mas', 'kaesang', 'menikah', 'dengan', 'wanita', 'cantik']","['gibran tweet', 'rizal', 'ramli', 'mungking', 'cemburu', 'lihat', 'mas', 'kaesang', 'meni', 'dengan', 'wanita', 'cantik']","['gibran tweet', 'rizal', 'ramli', 'mungking', 'cemburu', 'lihat', 'mas', 'kaesang', 'meni', 'wanita', 'cantik']",-2,0
78,"RT @subfans: @AREMA1986Merch @kaesangp https://t.co/LjWYGGE0xo

Kaesang udah pake powernya buat memperbaiki sepnas, power klub sampean mana…",rt subfans aremamerch kaesangp cowok ljwyggexo kaesang sudah pakai powernya buat memperbaiki sepnas power klub sampean mana,rt subfans aremamerch kaesangp cowok ljwyggexo kaesang sudah pakai powernya buat memperbaiki sepnas power klub sampean mana,"['rt', 'subfans', 'aremamerch', 'kaesangp', 'cowok', 'ljwyggexo', 'kaesang', 'sudah', 'pakai', 'powernya', 'buat', 'memperbaiki', 'sepnas', 'power', 'klub', 'sampean', 'mana']","['rt', 'subfans', 'aremamerch', 'kaesangp', 'cowok', 'ljwyggexo', 'kaesang', 'sudah', 'pakai', 'powernya', 'buat', 'baik', 'sepnas', 'power', 'klub', 'sampean', 'mana']","['rt', 'subfans', 'aremamerch', 'kaesangp', 'cowok', 'ljwyggexo', 'kaesang', 'pakai', 'powernya', 'sepnas', 'power', 'klub', 'sampean']",-2,0
79,"RT @Dwimeta14: 70% Lebih Publik Percaya dan Puas Kepada Jokowi
Ginting
Kaesang
9 Desember
Daddies https://t.co/pJC0NYBT6f",rt dwimeta lebih publik percaya dan puas kepada jokowi ganteng kaesang desember daddies cowok pjcnybtf,rt dwimeta lebih publik percaya dan puas kepada jokowi ganteng kaesang desember daddies cowok pjcnybtf,"['rt', 'dwimeta', 'lebih', 'publik', 'percaya', 'dan', 'puas', 'kepada', 'jokowi', 'ganteng', 'kaesang', 'desember', 'daddies', 'cowok', 'pjcnybtf']","['rt', 'dwimeta', 'lebih', 'publik', 'percaya', 'dan', 'puas', 'kepada', 'jokowi', 'ganteng', 'kaesang', 'desember', 'daddies', 'cowok', 'pjcnybtf']","['rt', 'dwimeta', 'publik', 'percaya', 'puas', 'jokowi', 'ganteng', 'kaesang', 'desember', 'daddies', 'cowok', 'pjcnybtf']",6,1
80,"RT @Dwimeta14: Siap Berantas Mafia Tambang!!! Jokowi Bakal Turun Gunung
Pak Bas
WELCOME TO JAKARTA
Babah
New Zealand
Kaesang https://t.co/L…",rt dwimeta siap berantas mafia tambang jokowi bakal turun gunung pak bas welcome tapi jakarta babah new zealand kaesang cowok,rt dwimeta siap berantas mafia tambang jokowi bakal turun gunung pak bas welcome tapi jakarta babah new zealand kaesang cowok,"['rt', 'dwimeta', 'siap', 'berantas', 'mafia', 'tambang', 'jokowi', 'bakal', 'turun', 'gunung', 'pak', 'bas', 'welcome', 'tapi', 'jakarta', 'babah', 'new', 'zealand', 'kaesang', 'cowok']","['rt', 'dwimeta', 'siap', 'berantas', 'mafia', 'tambang', 'jokowi', 'bakal', 'turun', 'gunung', 'pak', 'bas', 'welcome', 'tapi', 'jakarta', 'babah', 'new', 'zealand', 'kaesang', 'cowok']","['rt', 'dwimeta', 'berantas', 'mafia', 'tambang', 'jokowi', 'turun', 'gunung', 'bas', 'welcome', 'jakarta', 'babah', 'new', 'zealand', 'kaesang', 'cowok']",-2,0
81,@moshpito @NPhrona @AkioDad @masihmagangNIH @RamliRizal misal gaada pengaman (fasilitas negara) itu di acara lamara… https://t.co/qybnPBAEP5,moshpito nphrona akiodad masihmagangnih ramlirizal misal enggak ada pengaman fasilitas negara itu di acara lamara cowok qybnpbaep,moshpito nphrona akiodad masihmagangnih ramlirizal misal enggak ada pengaman fasilitas negara itu di acara lamara cowok qybnpbaep,"['moshpito', 'nphrona', 'akiodad', 'masihmagangnih', 'ramlirizal', 'misal', 'enggak', 'ada', 'pengaman', 'fasilitas', 'negara', 'itu', 'di', 'acara', 'lamara', 'cowok', 'qybnpbaep']","['moshpito', 'nphrona', 'akiodad', 'masihmagangnih', 'ramlirizal', 'misal', 'enggak', 'ada', 'kam', 'fasilitas', 'negara', 'itu', 'di', 'acara', 'lamara', 'cowok', 'qybnpbaep']","['moshpito', 'nphrona', 'akiodad', 'masihmagangnih', 'ramlirizal', 'kam', 'fasilitas', 'negara', 'acara', 'lamara', 'cowok', 'qybnpbaep']",-1,0
82,"RT @BangEdiii: yang terlihat justru bagaimana protokoler tidak menghargai ibu mertuanya Kaesang, tapi para buzzerRp tolol malah soral sorai…",rt bangediii yang terlihat justru bagaimana protokoler tidak menghargai ibu mertuanya kaesang tapi para buzzerrp tolol bahkan soral sorai,rt bangediii yang terlihat justru bagaimana protokoler tidak menghargai ibu mertuanya kaesang tapi para buzzerrp tolol bahkan soral sorai,"['rt', 'bangediii', 'yang', 'terlihat', 'justru', 'bagaimana', 'protokoler', 'tidak', 'menghargai', 'ibu', 'mertuanya', 'kaesang', 'tapi', 'para', 'buzzerrp', 'tolol', 'bahkan', 'soral', 'sorai']","['rt', 'bangediii', 'yang', 'lihat', 'justru', 'bagaimana', 'protokoler', 'tidak', 'harga', 'ibu', 'mertua', 'kaesang', 'tapi', 'para', 'buzzerrp', 'tolol', 'bahkan', 'soral', 'sorai']","['rt', 'bangediii', 'lihat', 'protokoler', 'harga', 'mertua', 'kaesang', 'buzzerrp', 'tolol', 'soral', 'sorai']",-13,0
83,"@kmbgtbys Kalah yo wis to gak papa, hla kon piye reaksi e?? Ngamok?? Nek berbenah kr evaluasi gen deretan pelatih k… https://t.co/5RaNWRP2qf",kmbgtbys kalah ya wis tapi enggak papa hla kon piye reaksi ngamok nek berbenah kira evaluasi gen deretan pelatih cowok ranwrpqf,kmbgtbys kalah ya wis tapi enggak papa hla kon piye reaksi ngamok nek berbenah kira evaluasi gen deretan pelatih cowok ranwrpqf,"['kmbgtbys', 'kalah', 'ya', 'wis', 'tapi', 'enggak', 'papa', 'hla', 'kon', 'piye', 'reaksi', 'ngamok', 'nek', 'berbenah', 'kira', 'evaluasi', 'gen', 'deretan', 'pelatih', 'cowok', 'ranwrpqf']","['kmbgtbys', 'kalah', 'ya', 'wis', 'tapi', 'enggak', 'papa', 'hla', 'kon', 'piye', 'reaksi', 'ngamok', 'nek', 'benah', 'kira', 'evaluasi', 'gen', 'deret', 'latih', 'cowok', 'ranwrpqf']","['kmbgtbys', 'kalah', 'ya', 'wis', 'papa', 'hla', 'kon', 'piye', 'reaksi', 'ngamok', 'nek', 'benah', 'evaluasi', 'gen', 'deret', 'latih', 'cowok', 'ranwrpqf']",-3,0
84,"RT @clara_asma: Tutuplah rapat2 keburukan dan Aib orang lain, tetapi tampakkanlah dgn jelas keburukan dan Aibmu di dalam benakmu, niscaya d…",rt clara_asma tutuplah rapat keburukan dan aib orang lain tetapi tampakkanlah dengan jelas keburukan dan aibmu di dalam benakmu niscaya,rt clara_asma tutuplah rapat keburukan dan aib orang lain tetapi tampakkanlah dengan jelas keburukan dan aibmu di dalam benakmu niscaya,"['rt', 'clara_asma', 'tutuplah', 'rapat', 'keburukan', 'dan', 'aib', 'orang', 'lain', 'tetapi', 'tampakkanlah', 'dengan', 'jelas', 'keburukan', 'dan', 'aibmu', 'di', 'dalam', 'benakmu', 'niscaya']","['rt', 'clara asma', 'tutup', 'rapat', 'keburu', 'dan', 'aib', 'orang', 'lain', 'tetapi', 'tampak', 'dengan', 'jelas', 'keburu', 'dan', 'aib', 'di', 'dalam', 'benak', 'niscaya']","['rt', 'clara asma', 'tutup', 'rapat', 'keburu', 'aib', 'orang', 'keburu', 'aib', 'benak', 'niscaya']",-19,0
85,Seorang netizen bertanya ke Kaesang perihal bisikan Jokowi kepada Erina Gudono saat sungkeman acara ngunduh mantu.… https://t.co/9Mfb1zY1fQ,seorang netizen bertanya ke kaesang perihal bisikan jokowi kepada erina gudono saat sungkeman acara ngunduh mantu cowok mfbzyfq,seorang netizen bertanya ke kaesang perihal bisikan jokowi kepada erina gudono saat sungkeman acara ngunduh mantu cowok mfbzyfq,"['seorang', 'netizen', 'bertanya', 'ke', 'kaesang', 'perihal', 'bisikan', 'jokowi', 'kepada', 'erina', 'gudono', 'saat', 'sungkeman', 'acara', 'ngunduh', 'mantu', 'cowok', 'mfbzyfq']","['orang', 'netizen', 'tanya', 'ke', 'kaesang', 'perihal', 'bisik', 'jokowi', 'kepada', 'erina', 'gudono', 'saat', 'sungkem', 'acara', 'ngunduh', 'mantu', 'cowok', 'mfbzyfq']","['orang', 'netizen', 'kaesang', 'perihal', 'bisik', 'jokowi', 'erina', 'gudono', 'sungkem', 'acara', 'ngunduh', 'mantu', 'cowok', 'mfbzyfq']",4,1
86,"RT @clara_asma: BOM BUNUH DIRI BUKAN JIHAD

""Apa yg dilakukan oleh teroris tidaklah akan membawa kepada level Syuhada (mati syahid), kemati…",rt clara_asma bom bunuh diri bukan jihad apa yang dilakukan oleh teroris tidaklah akan membawa kepada level syuhada mati syahid kemati,rt clara_asma bom bunuh diri bukan jihad apa yang dilakukan oleh teroris tidaklah akan membawa kepada level syuhada mati syahid kemati,"['rt', 'clara_asma', 'bom', 'bunuh', 'diri', 'bukan', 'jihad', 'apa', 'yang', 'dilakukan', 'oleh', 'teroris', 'tidaklah', 'akan', 'membawa', 'kepada', 'level', 'syuhada', 'mati', 'syahid', 'kemati']","['rt', 'clara asma', 'bom', 'bunuh', 'diri', 'bukan', 'jihad', 'apa', 'yang', 'laku', 'oleh', 'teroris', 'tidak', 'akan', 'bawa', 'kepada', 'level', 'syuhada', 'mati', 'syahid', 'kemat']","['rt', 'clara asma', 'bom', 'bunuh', 'jihad', 'laku', 'teroris', 'bawa', 'level', 'syuhada', 'mati', 'syahid', 'kemat']",-15,0
87,"pertunjukan tradisional ini akan menguatkan identitas ke-Indonesia-an masyarakat Solo dan sekitarnya, sekaligus mem… https://t.co/spY01ldhgG",pertunjukan tradisional ini akan menguatkan identitas ke indonesia an masyarakat solo dan sekitarnya sekaligus mem cowok spyldhgg,pertunjukan tradisional ini akan menguatkan identitas ke indonesia an masyarakat solo dan sekitarnya sekaligus mem cowok spyldhgg,"['pertunjukan', 'tradisional', 'ini', 'akan', 'menguatkan', 'identitas', 'ke', 'indonesia', 'an', 'masyarakat', 'solo', 'dan', 'sekitarnya', 'sekaligus', 'mem', 'cowok', 'spyldhgg']","['tunjuk', 'tradisional', 'ini', 'akan', 'kuat', 'identitas', 'ke', 'indonesia', 'an', 'masyarakat', 'solo', 'dan', 'sekitar', 'sekaligus', 'mem', 'cowok', 'spyldhgg']","['tradisional', 'kuat', 'identitas', 'indonesia', 'an', 'masyarakat', 'solo', 'mem', 'cowok', 'spyldhgg']",-9,0
88,"Tak hanya pesta rakyat, masyarakat dan tamu undangan juga akan dihibur dengan kesenian tradisional seperti tari-tar… https://t.co/u2EIP6t75E",tidak hanya pesta rakyat masyarakat dan tamu undangan juga akan dihibur dengan kesenian tradisional seperti tari entar cowok ueipte,tidak hanya pesta rakyat masyarakat dan tamu undangan juga akan dihibur dengan kesenian tradisional seperti tari entar cowok ueipte,"['tidak', 'hanya', 'pesta', 'rakyat', 'masyarakat', 'dan', 'tamu', 'undangan', 'juga', 'akan', 'dihibur', 'dengan', 'kesenian', 'tradisional', 'seperti', 'tari', 'entar', 'cowok', 'ueipte']","['tidak', 'hanya', 'pesta', 'rakyat', 'masyarakat', 'dan', 'tamu', 'undang', 'juga', 'akan', 'hibur', 'dengan', 'seni', 'tradisional', 'seperti', 'tari', 'entar', 'cowok', 'ueipte']","['pesta', 'rakyat', 'masyarakat', 'tamu', 'undang', 'hibur', 'seni', 'tradisional', 'tari', 'entar', 'cowok', 'ueipte']",-8,0
89,sekedar Informasi ada Sebanyak 16.000 makanan gratis siap dibagikan kepada warga sekitar. Sembilan panggung hiburan… https://t.co/AHoiUdsFKp,sekedar informasi ada sebanyak makanan gratis siap dibagikan kepada warga sekitar sembilan panggung hiburan cowok ahoiudsfkp,sekedar informasi ada sebanyak makanan gratis siap dibagikan kepada warga sekitar sembilan panggung hiburan cowok ahoiudsfkp,"['sekedar', 'informasi', 'ada', 'sebanyak', 'makanan', 'gratis', 'siap', 'dibagikan', 'kepada', 'warga', 'sekitar', 'sembilan', 'panggung', 'hiburan', 'cowok', 'ahoiudsfkp']","['dar', 'informasi', 'ada', 'banyak', 'makan', 'gratis', 'siap', 'bagi', 'kepada', 'warga', 'sekitar', 'sembilan', 'panggung', 'hibur', 'cowok', 'ahoiudsfkp']","['dar', 'informasi', 'makan', 'gratis', 'warga', 'sembilan', 'panggung', 'hibur', 'cowok', 'ahoiudsfkp']",8,1
90,@Miduk17 Aparat dan Pansernya masih sibuk ngurusin Pernikahan Kaesang kaleee ya....????? Gimana kalau kita usulkan… https://t.co/QlC7VPIGd1,miduk aparat dan pansernya masih sibuk mengurusi pernikahan kaesang kali iya bagaimana kalau kita usulkan cowok qlcvpigd,miduk aparat dan pansernya masih sibuk mengurusi pernikahan kaesang kali iya bagaimana kalau kita usulkan cowok qlcvpigd,"['miduk', 'aparat', 'dan', 'pansernya', 'masih', 'sibuk', 'mengurusi', 'pernikahan', 'kaesang', 'kali', 'iya', 'bagaimana', 'kalau', 'kita', 'usulkan', 'cowok', 'qlcvpigd']","['miduk', 'aparat', 'dan', 'panser', 'masih', 'sibuk', 'urus', 'nikah', 'kaesang', 'kali', 'iya', 'bagaimana', 'kalau', 'kita', 'usul', 'cowok', 'qlcvpigd']","['miduk', 'aparat', 'panser', 'sibuk', 'urus', 'nikah', 'kaesang', 'kali', 'iya', 'usul', 'cowok', 'qlcvpigd']",-3,0
91,"pernikahan kak Kaesang dan kak Erina Gudono sarat akan budaya Jawa, hal ini menunjukkan bahwa keluarga Presiden Jok… https://t.co/tRDrQjuJJW",pernikahan kak kaesang dan kak erina gudono sarat akan budaya jawa hal ini menunjukkan bahwa keluarga presiden jok cowok trdrqjujjw,pernikahan kak kaesang dan kak erina gudono sarat akan budaya jawa hal ini menunjukkan bahwa keluarga presiden jok cowok trdrqjujjw,"['pernikahan', 'kak', 'kaesang', 'dan', 'kak', 'erina', 'gudono', 'sarat', 'akan', 'budaya', 'jawa', 'hal', 'ini', 'menunjukkan', 'bahwa', 'keluarga', 'presiden', 'jok', 'cowok', 'trdrqjujjw']","['nikah', 'kak', 'kaesang', 'dan', 'kak', 'erina', 'gudono', 'sarat', 'akan', 'budaya', 'jawa', 'hal', 'ini', 'tunjuk', 'bahwa', 'keluarga', 'presiden', 'jok', 'cowok', 'trdrqjujjw']","['nikah', 'kak', 'kaesang', 'kak', 'erina', 'gudono', 'sarat', 'budaya', 'jawa', 'keluarga', 'presiden', 'jok', 'cowok', 'trdrqjujjw']",1,1
